Id,MSSubClass,LotFrontage,LotArea,HouseStyle,OverallQual,OverallCond,YearBuilt,MasVnrArea,ExterQual,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,Neighborhood
368,80,101,9150,SLvl,6,5,1962,305,TA,371,0,728,1099,1431,0,0,1431,0,1,1,0,3,1,6,1,1962,1,296,64,110,0,0,0,0,0,12,2008,165000,NAmes
369,20,78,7800,1Story,5,6,1954,200,TA,540,0,728,1268,1268,0,0,1268,0,0,1,0,2,1,7,1,1954,1,244,0,98,0,0,0,0,0,3,2010,132000,NAmes
370,20,NA,9830,1Story,5,7,1959,0,TA,72,258,733,1063,1287,0,0,1287,1,0,1,0,3,1,7,1,1997,2,576,364,17,0,0,182,0,0,3,2010,162000,NAmes
371,60,NA,8121,2Story,6,5,2000,0,TA,0,0,953,953,953,711,0,1664,0,0,2,1,3,1,7,1,2000,2,460,100,40,0,0,0,0,0,1,2006,172400,Gilbert
372,50,80,17120,1.5Fin,4,4,1959,0,TA,0,0,0,0,1120,468,0,1588,0,0,2,0,4,1,7,1,1991,2,680,0,59,0,0,0,0,0,7,2008,134432,ClearCr
373,120,50,7175,1Story,6,5,1984,0,TA,623,121,0,744,752,0,0,752,1,0,1,0,2,1,4,0,1984,1,264,353,0,0,0,90,0,0,2,2010,125000,SawyerW
374,20,79,10634,1Story,5,6,1953,0,TA,428,180,0,608,1319,0,0,1319,1,0,1,0,3,1,5,0,1953,1,270,66,0,0,0,0,0,0,11,2009,123000,NAmes
375,60,65,8200,2Story,7,5,2003,0,Gd,0,0,847,847,847,1081,0,1928,0,0,2,1,4,1,8,1,2003,2,434,100,48,0,0,0,0,0,7,2007,219500,CollgCr
376,30,NA,10020,1Story,1,1,1922,0,Fa,350,0,333,683,904,0,0,904,1,0,0,1,1,1,4,0,NA,0,0,0,0,0,0,0,0,0,3,2009,61000,Edwards
377,85,57,8846,SFoyer,5,5,1996,0,Gd,298,0,572,870,914,0,0,914,0,0,1,0,2,1,5,0,1998,2,576,0,0,0,0,0,0,0,7,2006,148000,CollgCr
378,60,102,11143,2Story,8,5,2004,0,Gd,0,0,1580,1580,1580,886,0,2466,0,0,3,0,4,1,8,1,2004,2,610,159,214,0,0,0,0,0,12,2007,340000,Somerst
379,20,88,11394,1Story,9,2,2010,350,Gd,1445,0,411,1856,1856,0,0,1856,1,0,1,1,1,1,8,1,2010,3,834,113,0,0,0,0,0,0,6,2010,394432,StoneBr
380,60,60,8123,2Story,6,5,2000,16,TA,0,0,982,982,1007,793,0,1800,0,0,2,1,3,1,7,1,2000,2,463,100,63,0,0,0,0,0,6,2009,179000,Gilbert
381,50,50,5000,1.5Fin,5,6,1924,0,TA,218,0,808,1026,1026,665,0,1691,0,0,2,0,3,1,6,1,1924,1,308,0,0,242,0,0,0,0,5,2010,127000,SWISU
382,20,60,7200,1Story,7,5,2006,0,Gd,0,0,1293,1293,1301,0,0,1301,1,0,2,0,2,1,5,1,2006,2,572,216,121,0,0,0,0,0,8,2006,187750,Somerst
383,60,79,9245,2Story,7,5,2006,0,Gd,0,0,939,939,939,858,0,1797,0,0,2,1,3,1,8,0,2006,2,639,144,53,0,0,0,0,0,4,2007,213500,CollgCr
384,45,60,9000,1.5Unf,6,3,1928,0,TA,0,0,784,784,784,0,0,784,0,0,1,0,2,1,5,0,1950,2,360,0,0,91,0,0,0,0,10,2009,76000,SawyerW
385,60,NA,53107,2Story,6,5,1992,0,Gd,985,0,595,1580,1079,874,0,1953,1,0,2,1,3,1,9,2,1992,2,501,216,231,0,0,0,0,0,6,2007,240000,ClearCr
386,120,43,3182,1Story,8,5,2004,16,Gd,24,0,1232,1256,1269,0,0,1269,0,0,2,0,2,1,6,1,2004,2,430,146,20,0,0,144,0,0,4,2010,192000,Blmngtn
387,50,58,8410,1.5Fin,5,3,1910,0,TA,0,0,658,658,658,526,0,1184,0,0,1,0,5,1,8,0,NA,0,0,0,151,0,0,0,0,0,5,2006,81000,Edwards
388,80,72,7200,SLvl,6,6,1976,255,TA,631,0,410,1041,1125,0,0,1125,1,0,1,0,3,1,6,1,1977,1,352,296,0,0,0,0,0,0,10,2009,125000,Edwards
389,20,93,9382,1Story,7,5,1999,125,Gd,0,0,1468,1468,1479,0,0,1479,0,0,2,0,3,1,6,0,1999,2,577,120,25,0,0,0,0,0,7,2008,191000,CollgCr
390,60,96,12474,2Story,10,5,2007,272,Ex,1280,0,402,1682,1742,590,0,2332,1,0,2,1,3,1,9,1,2008,3,846,196,134,0,0,0,0,0,8,2008,426000,NridgHt
391,50,50,8405,1.5Fin,5,8,1900,0,TA,241,391,229,861,961,406,0,1367,1,0,1,0,4,1,7,0,1978,1,384,0,130,112,0,0,0,0,4,2008,119000,Edwards
392,60,71,12209,2Story,6,5,2001,0,TA,690,0,114,804,804,1157,0,1961,1,0,2,1,3,1,7,1,2001,2,560,125,192,0,0,0,0,0,6,2009,215000,Mitchel
393,20,NA,8339,1Story,5,7,1959,0,TA,0,0,0,0,882,0,0,882,0,0,1,0,3,1,5,0,1959,1,294,0,0,0,0,0,0,1200,7,2007,106500,NAmes
394,30,NA,7446,1Story,4,5,1941,0,TA,266,0,522,788,788,0,0,788,0,0,1,0,2,1,4,2,NA,0,0,0,0,0,0,0,0,0,4,2006,100000,BrkSide
395,50,60,10134,1.5Fin,5,6,1940,0,TA,0,0,735,735,735,299,0,1034,0,0,1,0,2,1,5,0,1940,1,240,0,39,0,0,0,0,0,7,2007,109000,OldTown
396,20,68,9571,1Story,5,6,1956,0,TA,739,0,405,1144,1144,0,0,1144,1,0,1,0,3,1,6,0,1956,1,596,44,0,0,0,0,0,0,6,2010,129000,Edwards
397,20,60,7200,1Story,5,5,1972,0,TA,777,0,117,894,894,0,0,894,0,0,1,0,2,1,6,0,1985,2,600,215,0,0,0,0,0,0,9,2009,123000,CollgCr
398,60,69,7590,2Story,5,5,1962,288,TA,540,0,324,864,876,936,0,1812,0,0,2,0,4,1,8,1,1962,1,264,0,168,0,0,0,0,0,7,2007,169500,NAmes
399,30,60,8967,1Story,5,2,1920,0,TA,0,0,961,961,1077,0,0,1077,0,0,1,0,2,1,6,0,1920,1,338,0,0,0,0,0,0,0,11,2007,67000,IDOTRR
400,60,65,8125,2Story,7,5,2006,100,Gd,812,0,280,1092,1112,438,0,1550,1,0,2,0,2,1,7,0,2007,2,438,0,168,0,0,0,0,0,10,2009,241000,Somerst
401,120,38,14963,1Story,8,5,1996,0,Gd,786,0,474,1260,1288,0,0,1288,1,0,1,1,1,1,4,2,1996,2,500,120,30,0,0,224,0,0,12,2008,245500,Veenker
402,20,65,8767,1Story,7,5,2005,0,Gd,24,0,1286,1310,1310,0,0,1310,0,0,2,0,3,1,6,1,2005,2,400,0,0,0,0,0,0,0,7,2006,164990,CollgCr
403,30,60,10200,1Story,5,8,1940,0,TA,0,0,672,672,672,0,0,672,0,0,1,0,2,1,4,0,1940,1,240,168,0,0,0,0,0,0,8,2008,108000,Sawyer
404,60,93,12090,2Story,8,5,1998,650,Gd,0,0,1141,1141,1165,1098,0,2263,0,0,2,1,4,1,10,1,1998,2,420,144,123,0,0,0,0,0,7,2006,258000,NoRidge
405,60,NA,10364,2Story,6,5,1995,0,TA,0,0,806,806,806,766,0,1572,0,0,2,1,3,1,7,1,1995,2,373,0,40,0,0,0,0,0,5,2007,168000,Gilbert
406,20,NA,9991,1Story,4,4,1976,0,TA,1116,0,165,1281,1620,0,0,1620,1,0,2,0,3,1,8,1,1993,2,490,120,78,0,0,0,0,0,6,2009,150000,Sawyer
407,50,51,10480,1.5Fin,6,5,1936,0,TA,0,0,1064,1064,1166,0,473,1639,0,0,1,0,3,1,6,0,1936,1,240,0,0,0,0,0,0,0,3,2008,115000,SWISU
408,70,63,15576,2Story,6,7,1915,0,TA,0,0,840,840,840,840,0,1680,0,0,2,0,4,1,8,0,1960,1,308,0,0,160,0,0,0,0,3,2008,177000,Crawfor
409,60,109,14154,2Story,7,5,2006,350,Gd,0,0,1063,1063,1071,1101,0,2172,0,0,2,1,3,1,9,1,2006,3,947,192,62,0,0,0,0,0,8,2007,280000,NridgHt
410,60,85,10800,2Story,8,5,2007,100,Gd,789,0,245,1034,1050,1028,0,2078,1,0,2,1,3,1,8,1,2008,3,836,0,102,0,0,0,0,0,4,2008,339750,Somerst
411,20,68,9571,1Story,5,3,1958,0,TA,0,0,1276,1276,1276,0,0,1276,0,0,1,0,3,1,5,0,1958,1,350,0,0,0,0,0,0,0,6,2009,60000,Edwards
412,190,100,34650,1Story,5,5,1955,0,TA,1056,0,0,1056,1056,0,0,1056,1,0,1,0,3,1,5,0,1955,2,572,264,0,0,0,0,0,0,1,2006,145000,Gilbert
413,20,NA,4403,1Story,7,5,2009,432,Ex,578,0,892,1470,1478,0,0,1478,1,0,2,1,2,1,7,1,2009,2,484,0,144,0,0,0,0,0,6,2010,222000,Somerst
414,30,56,8960,1Story,5,6,1927,0,TA,0,0,1008,1008,1028,0,0,1028,0,0,1,0,2,1,5,1,1927,2,360,0,0,130,0,0,0,0,3,2010,115000,OldTown
415,60,59,11228,2Story,7,5,1993,0,Gd,50,531,499,1080,1080,1017,0,2097,0,1,2,1,3,1,9,1,1993,3,678,196,187,0,0,0,0,0,12,2008,228000,SawyerW
416,20,73,8899,1Story,7,5,2007,0,Gd,24,0,1316,1340,1340,0,0,1340,0,0,2,0,3,1,6,0,2007,2,396,100,30,0,0,0,0,0,8,2007,181134,Gilbert
417,60,74,7844,2Story,6,7,1978,203,TA,209,0,463,672,672,728,0,1400,0,0,1,1,3,1,6,1,1978,2,440,0,0,0,0,0,0,0,3,2006,149500,Sawyer
418,70,86,22420,2Story,6,6,1918,0,TA,1128,0,242,1370,1370,1254,0,2624,1,0,2,1,4,1,10,1,1918,3,864,0,0,0,0,0,0,0,11,2007,239000,Crawfor
419,50,60,8160,1.5Fin,5,6,1940,0,TA,312,0,444,756,756,378,0,1134,1,0,1,1,3,1,7,0,1940,1,240,0,0,0,0,0,0,0,4,2007,126000,Edwards
420,20,65,8450,1Story,5,6,1968,0,TA,775,0,281,1056,1056,0,0,1056,1,0,1,0,3,1,6,1,1968,1,304,0,85,184,0,0,0,0,7,2010,142000,NAmes
421,90,78,7060,SFoyer,7,5,1997,200,TA,1309,0,35,1344,1344,0,0,1344,2,0,2,0,2,2,8,0,1997,4,784,0,0,0,0,0,0,0,11,2008,206300,Mitchel
422,20,NA,16635,1Story,6,7,1977,126,Gd,1246,0,356,1602,1602,0,0,1602,0,1,2,0,3,1,8,1,1977,2,529,240,0,0,0,0,0,0,6,2009,215000,NWAmes
423,20,100,21750,1Story,5,5,1954,0,TA,0,0,988,988,988,0,0,988,0,0,1,0,2,1,4,0,1954,2,520,0,0,0,0,0,0,0,2,2008,113000,Mitchel
424,60,80,9200,2Story,8,5,1998,473,Gd,986,0,484,1470,1470,1160,0,2630,1,0,2,1,4,1,8,1,1998,3,696,0,66,0,0,0,0,0,6,2008,315000,NoRidge
425,20,72,9000,1Story,6,5,1956,74,TA,616,0,580,1196,1196,0,0,1196,1,0,1,0,2,1,6,1,1956,1,297,0,44,0,0,0,0,0,5,2008,139000,NAmes
426,60,60,3378,2Story,7,8,1946,0,TA,0,0,651,651,707,682,0,1389,0,0,1,1,3,1,6,2,1947,1,240,0,0,126,0,0,0,0,9,2009,135000,OldTown
427,80,NA,12800,SLvl,7,5,1989,145,Gd,1518,0,0,1518,1644,0,0,1644,1,1,2,0,2,1,5,1,1989,2,569,80,0,0,0,396,0,0,8,2009,275000,SawyerW
428,20,77,8593,1Story,4,6,1957,0,TA,288,0,619,907,907,0,0,907,0,0,1,0,3,1,5,0,1964,1,352,0,0,0,0,0,0,0,7,2008,109008,NAmes
429,20,64,6762,1Story,7,5,2007,108,Gd,664,0,544,1208,1208,0,0,1208,1,0,2,0,2,1,6,0,2007,2,628,105,54,0,0,0,0,0,9,2007,195400,CollgCr
430,20,130,11457,1Story,6,5,1988,0,TA,1005,0,387,1392,1412,0,0,1412,1,0,2,0,3,1,6,1,1988,2,576,0,0,169,0,0,0,0,3,2009,175000,Timber
431,160,21,1680,2Story,6,5,1971,232,TA,387,0,96,483,483,504,0,987,0,0,1,1,2,1,4,0,1971,1,264,0,0,0,0,0,0,0,7,2008,85400,BrDale
432,50,60,5586,1.5Fin,6,7,1920,0,TA,0,0,901,901,1088,110,0,1198,0,0,1,0,4,1,7,0,NA,0,0,0,98,0,0,0,0,0,9,2008,79900,OldTown
433,160,24,1920,2Story,5,5,1971,376,TA,471,0,294,765,765,600,0,1365,1,0,1,1,2,1,6,0,1971,2,440,240,36,0,0,0,0,0,8,2007,122500,BrDale
434,60,100,10839,2Story,6,5,1997,0,TA,0,0,926,926,926,678,0,1604,0,0,2,1,3,1,7,1,1997,2,470,0,36,0,0,0,0,0,7,2008,181000,Gilbert
435,180,21,1890,SFoyer,4,7,1972,0,TA,495,0,135,630,630,0,0,630,1,0,1,0,1,1,3,0,NA,0,0,88,0,0,0,0,0,0,6,2008,81000,MeadowV
436,60,43,10667,2Story,7,6,1996,0,Gd,385,344,70,799,827,834,0,1661,1,0,2,1,3,1,6,1,1996,2,550,158,61,0,0,0,0,0,4,2009,212000,CollgCr
437,50,40,4400,1.5Fin,6,8,1920,0,TA,0,0,648,648,734,384,0,1118,0,0,1,0,2,1,6,0,1990,2,440,0,0,0,0,0,0,0,10,2006,116000,OldTown
438,45,50,6000,1.5Unf,6,7,1926,0,Gd,0,0,884,884,904,0,0,904,0,0,1,0,2,1,4,0,1926,1,180,0,0,105,0,0,0,0,1,2009,119000,BrkSide
439,30,40,4280,1Story,5,6,1913,0,TA,365,0,75,440,694,0,0,694,0,0,1,0,2,1,4,1,1990,1,352,0,0,34,0,0,0,0,3,2007,90350,Crawfor
440,50,67,12354,1.5Fin,6,8,1920,0,TA,0,0,684,684,684,512,0,1196,0,0,1,0,3,1,7,0,2005,2,528,0,46,0,0,0,0,800,8,2009,110000,Edwards
441,20,105,15431,1Story,10,5,2008,200,Ex,1767,539,788,3094,2402,0,0,2402,1,0,2,0,2,1,10,2,2008,3,672,0,72,0,0,170,0,0,4,2009,555000,NridgHt
442,90,92,12108,1Story,4,4,1955,270,TA,133,0,1307,1440,1440,0,0,1440,0,0,2,0,4,2,8,0,NA,0,0,0,0,0,0,0,0,0,9,2008,118000,Edwards
443,50,52,6240,1.5Fin,5,7,1930,0,TA,0,0,1078,1078,1128,445,0,1573,0,0,2,0,3,1,8,1,1930,2,360,0,0,0,0,0,0,0,6,2008,162900,BrkSide
444,120,53,3922,1Story,7,5,2006,72,Gd,0,0,1258,1258,1258,0,0,1258,0,0,2,0,2,1,6,1,2007,3,648,144,16,0,0,0,0,0,6,2007,172500,Blmngtn
445,60,70,8750,2Story,7,5,1994,0,Gd,642,0,273,915,933,975,0,1908,1,0,2,1,4,1,8,1,1994,2,493,144,133,0,0,0,0,0,7,2008,210000,CollgCr
446,20,73,9855,1Story,6,5,1956,0,TA,0,0,1436,1436,1689,0,0,1689,0,0,1,0,3,1,7,1,1956,2,480,0,0,0,0,0,0,0,11,2009,127500,Edwards
447,20,137,16492,1Story,6,6,1966,0,Gd,247,713,557,1517,1888,0,0,1888,0,0,2,1,2,1,6,1,1966,2,578,0,0,0,0,0,0,0,6,2010,190000,NAmes
448,60,NA,11214,2Story,7,5,1998,0,Gd,0,0,930,930,956,930,0,1886,0,0,2,1,4,1,10,1,1998,2,431,89,0,0,0,0,0,0,7,2006,199900,Gilbert
449,50,50,8600,1.5Fin,6,6,1937,0,TA,0,0,780,780,780,596,0,1376,0,0,2,0,3,1,7,1,1937,1,198,0,0,0,0,0,0,0,6,2006,119500,IDOTRR
450,50,50,6000,1.5Fin,3,7,1948,0,TA,331,0,318,649,679,504,0,1183,0,0,1,1,2,1,6,0,1981,1,308,0,176,0,0,0,0,0,6,2007,120000,OldTown
451,30,70,5684,1Story,6,8,1930,0,TA,0,0,813,813,813,0,0,813,0,0,1,0,2,1,5,0,1932,1,270,0,113,0,0,0,0,0,6,2006,110000,OldTown
452,20,62,70761,1Story,7,5,1975,0,TA,655,0,878,1533,1533,0,0,1533,1,0,2,0,2,1,5,2,1975,2,576,200,54,0,0,0,0,0,12,2006,280000,ClearCr
453,60,NA,9303,2Story,6,5,1996,42,Gd,742,0,130,872,888,868,0,1756,1,0,2,1,3,1,7,0,1996,2,422,144,122,0,0,0,0,0,7,2007,204000,Timber
454,60,75,9000,2Story,8,5,2008,0,Gd,0,0,768,768,786,804,0,1590,0,0,2,1,3,1,6,0,2008,2,676,0,30,0,0,0,0,0,6,2009,210000,Somerst
455,90,63,9297,1Story,5,5,1976,0,TA,1606,0,122,1728,1728,0,0,1728,2,0,2,0,4,2,8,0,1976,2,560,0,0,0,0,0,0,0,7,2006,188000,Mitchel
456,20,80,9600,1Story,7,6,1973,320,TA,916,0,326,1242,1242,0,0,1242,0,0,1,1,3,1,6,1,1973,2,528,0,0,0,0,0,0,0,9,2007,175500,NWAmes
457,70,34,4571,2Story,5,5,1916,0,TA,0,0,624,624,624,720,0,1344,0,0,1,0,4,1,7,0,1916,3,513,0,0,96,0,0,0,0,5,2008,98000,OldTown
458,20,NA,53227,1Story,4,6,1954,0,TA,1116,0,248,1364,1663,0,0,1663,1,0,1,0,2,1,6,2,1954,2,529,224,137,0,0,0,0,0,3,2008,256000,ClearCr
459,70,NA,5100,2Story,8,7,1925,0,TA,0,0,588,588,833,833,0,1666,0,0,1,0,3,1,7,1,1925,1,228,192,63,0,0,0,0,0,6,2008,161000,OldTown
460,50,NA,7015,1.5Fin,5,4,1950,161,TA,185,0,524,709,979,224,0,1203,1,0,1,0,3,1,5,1,1950,1,352,0,0,248,0,0,0,0,7,2009,110000,BrkSide
461,60,75,8004,2Story,8,5,2009,110,Gd,544,0,288,832,832,1103,0,1935,1,0,2,1,3,1,8,0,2009,2,552,0,150,0,0,0,0,0,12,2009,263435,Somerst
462,70,60,7200,2Story,7,9,1936,0,Gd,350,210,0,560,575,560,0,1135,1,0,1,0,3,1,6,0,1971,2,576,256,0,0,0,0,0,0,4,2009,155000,SWISU
463,20,60,8281,1Story,5,5,1965,0,TA,553,311,0,864,864,0,0,864,0,0,1,0,3,1,5,1,1965,1,360,0,0,236,0,0,0,0,12,2009,62383,Sawyer
464,70,74,11988,2Story,6,7,1934,0,TA,326,0,389,715,849,811,0,1660,0,0,1,1,3,1,6,1,1939,1,240,0,0,0,0,0,0,0,8,2008,188700,Crawfor
465,20,60,8430,1Story,5,5,1978,136,TA,616,0,424,1040,1040,0,0,1040,0,0,2,0,3,1,5,0,NA,0,0,0,0,0,0,0,0,0,8,2009,124000,CollgCr
466,120,NA,3072,1Story,7,5,2004,18,Gd,0,0,1375,1375,1414,0,0,1414,0,0,2,0,2,1,6,1,2004,2,398,144,20,0,0,0,0,0,5,2006,178740,Blmngtn
467,20,85,10628,1Story,7,5,1970,0,TA,778,0,499,1277,1277,0,0,1277,1,0,1,0,2,1,5,1,1970,2,526,0,0,0,0,176,0,0,4,2007,167000,NAmes
468,70,79,9480,2Story,5,7,1942,224,TA,386,0,342,728,888,756,0,1644,0,0,1,1,3,1,7,2,1942,1,312,168,0,0,0,0,0,0,6,2007,146500,NAmes
469,20,98,11428,1Story,8,5,2006,248,Gd,0,0,1626,1626,1634,0,0,1634,0,0,2,0,3,1,7,1,2006,3,866,0,44,0,0,0,0,0,5,2007,250000,NridgHt
470,60,76,9291,2Story,6,5,1993,120,Gd,426,0,406,832,832,878,0,1710,0,0,2,1,3,1,7,0,1993,2,506,144,70,0,0,0,0,0,6,2008,187000,SawyerW
471,120,NA,6820,1Story,8,5,1985,0,Gd,368,1120,0,1488,1502,0,0,1502,1,0,1,1,1,1,4,0,1985,2,528,0,54,0,0,140,0,0,6,2010,212000,StoneBr
472,60,92,11952,2Story,7,6,1977,0,TA,0,0,808,808,1161,808,0,1969,0,0,2,1,3,1,8,1,1977,2,534,0,0,0,0,276,0,0,11,2007,190000,NWAmes
473,180,35,3675,SLvl,6,5,2005,80,TA,459,0,88,547,1072,0,0,1072,1,0,1,0,2,1,5,0,2005,2,525,0,28,0,0,0,0,0,6,2008,148000,Edwards
474,20,110,14977,1Story,8,5,2006,304,Gd,1350,0,626,1976,1976,0,0,1976,1,0,2,0,2,1,7,1,2006,3,908,250,63,0,0,0,0,0,7,2007,440000,NridgHt
475,120,41,5330,1Story,8,5,2000,0,Gd,1196,0,298,1494,1652,0,0,1652,1,0,2,0,2,1,6,0,2000,2,499,96,48,0,0,0,0,0,8,2007,251000,StoneBr
476,20,80,8480,1Story,5,6,1963,0,TA,630,0,340,970,970,0,0,970,1,0,1,0,2,1,5,0,1996,2,624,0,24,0,0,192,0,0,7,2007,132500,Sawyer
477,20,75,13125,1Story,6,5,1997,215,TA,994,0,484,1478,1493,0,0,1493,1,0,2,0,3,1,7,1,1997,2,508,140,39,0,0,0,0,0,4,2008,208900,CollgCr
478,60,105,13693,2Story,9,5,2006,772,Ex,0,0,2153,2153,2069,574,0,2643,0,0,2,1,3,1,9,1,2006,3,694,414,84,0,0,0,0,0,3,2007,380000,NridgHt
479,20,79,10637,1Story,8,5,2007,336,Gd,1288,0,417,1705,1718,0,0,1718,1,0,2,0,3,1,7,1,2007,3,826,208,44,0,0,0,0,0,9,2009,297000,CollgCr
480,30,50,5925,1Story,4,7,1937,435,TA,168,0,739,907,1131,0,0,1131,0,0,1,0,2,1,7,0,1995,2,672,0,72,0,0,0,0,0,3,2007,89471,OldTown
481,20,98,16033,1Story,9,5,2004,378,Gd,1261,0,572,1833,1850,0,0,1850,1,0,2,0,3,1,8,1,2004,3,772,519,112,0,0,0,0,0,3,2006,326000,NridgHt
482,20,72,11846,1Story,9,5,2003,562,Gd,1567,0,225,1792,1792,0,0,1792,1,0,2,0,2,1,6,1,2003,3,874,206,49,0,0,0,0,0,8,2006,374000,NridgHt
483,70,50,2500,2Story,7,8,1915,0,Gd,299,0,611,910,916,910,0,1826,1,0,1,1,4,1,7,1,1915,1,164,0,0,0,0,0,0,0,6,2009,155000,OldTown
484,120,32,4500,1Story,6,5,1998,116,TA,897,0,319,1216,1216,0,0,1216,1,0,2,0,2,1,5,0,1998,2,402,0,125,0,0,0,0,0,5,2006,164000,Mitchel
485,20,NA,7758,1Story,5,7,1962,0,TA,588,0,411,999,999,0,0,999,1,0,1,0,3,1,6,0,1963,1,264,0,132,0,0,0,0,0,3,2007,132500,Sawyer
486,20,80,9600,1Story,5,7,1950,0,Gd,607,0,506,1113,1113,0,0,1113,0,0,1,0,3,1,5,1,1950,1,264,0,80,120,0,0,0,0,7,2009,147000,NAmes
487,20,79,10289,1Story,5,7,1965,168,TA,836,0,237,1073,1073,0,0,1073,1,0,1,1,3,1,6,0,1965,2,515,0,0,0,0,0,0,0,6,2007,156000,NAmes
488,20,70,12243,1Story,5,6,1971,0,TA,998,0,486,1484,1484,0,0,1484,0,0,2,0,3,1,7,1,1971,2,487,224,0,0,0,180,0,0,2,2007,175000,NWAmes
489,190,60,10800,1.5Fin,5,4,1900,0,TA,664,0,290,954,1766,648,0,2414,0,0,2,0,3,2,10,1,1970,2,520,142,0,0,0,0,0,0,5,2006,160000,OldTown
490,180,21,1526,SFoyer,4,8,1970,0,TA,515,0,115,630,630,0,0,630,1,0,1,0,1,1,3,0,1970,1,286,0,0,0,0,0,0,0,5,2009,86000,MeadowV
491,160,NA,2665,2Story,5,6,1976,0,TA,0,0,264,264,616,688,0,1304,0,0,1,1,3,1,4,1,1976,1,336,141,24,0,0,0,0,0,6,2008,115000,MeadowV
492,50,79,9490,1.5Fin,6,7,1941,0,TA,403,165,238,806,958,620,0,1578,1,0,1,0,3,1,5,2,1941,1,240,0,0,32,0,0,0,0,8,2006,133000,NAmes
493,60,105,15578,2Story,6,5,2006,0,Gd,0,0,728,728,728,728,0,1456,0,0,2,1,3,1,8,0,2006,2,429,0,0,0,0,0,0,0,5,2006,172785,Gilbert
494,20,70,7931,1Story,5,6,1960,0,TA,374,532,363,1269,1269,0,0,1269,0,0,1,1,3,1,6,1,1964,1,308,0,0,0,0,0,0,0,6,2008,155000,NAmes
495,30,50,5784,1Story,5,8,1938,0,TA,0,0,190,190,886,0,0,886,0,0,1,0,2,1,4,0,1938,1,273,144,20,80,0,0,0,0,12,2009,91300,OldTown
496,30,60,7879,1Story,4,5,1920,0,TA,495,0,225,720,720,0,0,720,0,0,1,0,2,1,4,0,NA,0,0,0,523,115,0,0,0,0,11,2009,34900,IDOTRR
497,20,NA,12692,1Story,8,5,1992,0,Gd,1231,0,1969,3200,3228,0,0,3228,1,0,3,0,4,1,10,1,1992,2,546,264,75,291,0,0,0,0,5,2007,430000,NoRidge
498,50,60,9120,1.5Fin,7,6,1925,0,TA,329,0,697,1026,1133,687,0,1820,1,0,2,0,4,1,8,0,1925,1,240,0,100,0,0,0,0,0,6,2008,184000,BrkSide
499,20,65,7800,1Story,5,7,1967,89,TA,450,0,414,864,899,0,0,899,0,0,1,0,3,1,5,0,1967,1,288,64,0,0,0,0,0,0,6,2009,130000,Sawyer
500,20,70,7535,1Story,5,7,1958,0,TA,111,279,522,912,912,0,0,912,0,1,1,0,2,1,5,0,1958,1,297,12,285,0,0,0,0,480,6,2007,120000,NAmes
501,160,21,1890,2Story,6,5,1973,285,TA,356,0,316,672,672,546,0,1218,0,0,1,1,3,1,7,0,1973,1,264,144,28,0,0,0,0,0,5,2007,113000,BrDale
502,60,75,9803,2Story,7,5,2005,0,Gd,400,0,466,866,866,902,0,1768,0,0,2,1,3,1,7,0,2005,2,603,0,108,0,0,0,0,0,2,2008,226700,Somerst
503,20,70,9170,1Story,5,7,1965,0,TA,698,96,420,1214,1214,0,0,1214,1,0,1,0,2,1,6,0,1965,2,461,0,0,184,0,0,0,400,4,2007,140000,Edwards
504,20,100,15602,1Story,7,8,1959,0,TA,1247,0,254,1501,1801,0,0,1801,1,0,2,0,1,1,6,2,1959,2,484,0,54,0,0,161,0,0,3,2010,289000,Crawfor
505,160,24,2308,2Story,6,5,1974,0,TA,257,495,103,855,855,467,0,1322,0,1,2,1,3,1,6,1,1974,2,440,260,0,0,0,0,0,0,6,2009,147000,NPkVill
506,90,60,7596,2Story,5,5,1952,360,TA,0,0,960,960,960,1000,0,1960,0,0,2,0,4,2,10,0,1952,2,400,0,0,0,0,0,0,0,7,2009,124500,OldTown
507,60,80,9554,2Story,8,5,1993,125,Gd,380,0,397,777,1065,846,0,1911,0,0,2,1,3,1,8,1,1993,2,471,182,81,0,0,0,0,0,9,2006,215000,SawyerW
508,20,75,7862,1Story,6,5,2009,0,Gd,27,0,1191,1218,1218,0,0,1218,0,0,2,0,2,1,4,0,2009,2,676,0,102,0,0,0,0,0,9,2009,208300,Somerst
509,70,60,9600,2Story,7,9,1928,0,TA,141,0,548,689,689,689,0,1378,0,0,2,0,3,1,7,1,1928,2,360,0,0,116,0,0,0,0,10,2008,161000,OldTown
510,20,80,9600,1Story,5,6,1959,132,TA,991,0,50,1041,1041,0,0,1041,1,0,1,0,3,1,6,0,1959,1,270,224,88,0,0,0,0,0,7,2009,124500,NAmes
511,20,75,14559,1Story,5,7,1951,70,Gd,650,180,178,1008,1363,0,0,1363,1,0,1,0,2,1,6,2,1951,1,288,324,42,0,0,168,0,2000,6,2009,164900,NAmes
